uf;cidade;populacao_estimada
MG;Conselheiro Lafaiete;130584
MG;Conselheiro Pena;22975
MG;Consolação;1786
MG;Contagem;673849
MG;Coqueiral;9099
MG;Coração de Jesus;26620
MG;Cordisburgo;8903
MG;Cordislândia;3546
MG;Corinto;23607
MG;Coroaci;9897
MG;Coromandel;27958
MG;Coronel Fabriciano;110709
MG;Coronel Murta;9209
MG;Coronel Pacheco;3095
MG;Coronel Xavier Chaves;3448
MG;Córrego Danta;3168
MG;Córrego do Bom Jesus;3685
MG;Córrego Fundo;6425
MG;Córrego Novo;2688
MG;Couto de Magalhães de Minas;4436
MG;Crisólita;6814
MG;Cristais;13060
MG;Cristália;5992
MG;Cristiano Otoni;5161
MG;Cristina;10211
MG;Crucilândia;5072
MG;Cruzeiro da Fortaleza;3651
MG;Cruzília;15529
MG;Cuparaque;5026
MG;Curral de Dentro;7867
MG;Curvelo;81085
MG;Datas;5431
MG;Delfim Moreira;8007
MG;Delfinópolis;7146
MG;Delta;10994
MG;Descoberto;5044
MG;Desterro de Entre Rios;7266
MG;Desterro do Melo;2867
MG;Diamantina;47924
MG;Diogo de Vasconcelos;3779
MG;Dionísio;7493
MG;Divinésia;3430
MG;Divino;20020
MG;Divino das Laranjeiras;4969
MG;Divinolândia de Minas;7655
MG;Divinópolis;242505
MG;Divisa Alegre;6946
MG;Divisa Nova;6039
MG;Divisópolis;11396
MG;Dom Bosco;3635
MG;Dom Cavati;5025
MG;Dom Joaquim;4436
MG;Dom Silvério;5227
MG;Dom Viçoso;2992
MG;Dona Euzébia;6664
MG;Dores de Campos;10291
MG;Dores de Guanhães;5139
MG;Dores do Indaiá;13373
MG;Dores do Turvo;4202
MG;Doresópolis;1539
MG;Douradoquara;1915
MG;Durandé;7898
MG;Elói Mendes;28556
MG;Engenheiro Caldas;11268
MG;Engenheiro Navarro;7240
MG;Entre Folhas;5383
MG;Entre Rios de Minas;15458
MG;Ervália;19019
MG;Esmeraldas;72512
MG;Espera Feliz;25287
MG;Espinosa;31603
MG;Espírito Santo do Dourado;4728
MG;Estiva;11416
MG;Estrela Dalva;2308
MG;Estrela do Indaiá;3483
MG;Estrela do Sul;8057
MG;Eugenópolis;11383
MG;Ewbank da Câmara;3932
MG;Extrema;37649
MG;Fama;2374
MG;Faria Lemos;3202
MG;Felício dos Santos;4656
MG;São Gonçalo do Rio Preto;3178
MG;Felisburgo;7548
MG;Felixlândia;15528
MG;Fernandes Tourinho;3500
MG;Ferros;9576
MG;Fervedouro;11100
MG;Florestal;7602
MG;Formiga;67956
MG;Formoso;9810
MG;Fortaleza de Minas;4460
MG;Fortuna de Minas;2986
MG;Francisco Badaró;10311
MG;Francisco Dumont;5268
MG;Francisco Sá;26459
MG;Franciscópolis;5287
MG;Frei Gaspar;5858
MG;Frei Inocêncio;9716
MG;Frei Lagonegro;3496
MG;Fronteira;18866
MG;Fronteira dos Vales;4542
MG;Fruta de Leite;5232
MG;Frutal;60508
MG;Funilândia;4434
MG;Galiléia;6764
MG;Gameleiras;5084
MG;Glaucilândia;3177
MG;Goiabeira;3402
MG;Goianá;4014
MG;Gonçalves;4360
MG;Gonzaga;6184
MG;Gouveia;11811
MG;Governador Valadares;282164
MG;Grão Mogol;15943
MG;Grupiara;1386
MG;Guanhães;34818
MG;Guapé;14269
MG;Guaraciaba;10307
MG;Guaraciama;5005
MG;Guaranésia;19014
MG;Guarani;8926
MG;Guarará;3755
MG;Guarda-Mor;6558
MG;Guaxupé;52234
MG;Guidoval;7026
MG;Guimarânia;8168
MG;Guiricema;8296
MG;Gurinhatã;5516
MG;Heliodora;6623
MG;Iapu;11085
MG;Ibertioga;4999
MG;Ibiá;25511
MG;Ibiaí;8478
MG;Ibiracatu;5340
MG;Ibiraci;14128
MG;Ibirité;184030
MG;Ibitiúra de Minas;3497
MG;Ibituruna;3003
MG;Icaraí de Minas;12200
MG;Igarapé;44561
MG;Igaratinga;11146
MG;Iguatama;7901
MG;Ijaci;6667
MG;Ilicínea;12511
MG;Imbé de Minas;6976
MG;Inconfidentes;7387
MG;Indaiabira;7328
MG;Indianópolis;7009
MG;Ingaí;2785
MG;Inhapim;24020
MG;Inhaúma;6352
MG;Inimutaba;7605
MG;Ipaba;18926
MG;Ipanema;20133
MG;Ipatinga;267333
MG;Ipiaçu;4229
MG;Ipuiúna;10156
MG;Iraí de Minas;7067
MG;Itabira;121717
MG;Itabirinha;11637
MG;Itabirito;52996
MG;Itacambira;5447
MG;Itacarambi;18175
MG;Itaguara;13510
MG;Itaipé;12910
MG;Itajubá;97782
MG;Itamarandiba;35130
MG;Itamarati de Minas;4395
MG;Itambacuri;23207
MG;Itambé do Mato Dentro;2032
MG;Itamogi;10122
MG;Itamonte;15844
MG;Itanhandu;15511
MG;Itanhomi;12259
MG;Itaobim;20997
MG;Itapagipe;15511
MG;Itapecerica;21760
MG;Itapeva;9976
MG;Itatiaiuçu;11354
MG;Itaú de Minas;16286
MG;Itaúna;94455
MG;Itaverava;5321
MG;Itinga;15053
MG;Itueta;6074
MG;Ituiutaba;105818
MG;Itumirim;5978
MG;Iturama;40101
MG;Itutinga;3749
MG;Jaboticatubas;20683
MG;Jacinto;12320
MG;Jacuí;7695
MG;Jacutinga;26538
MG;Jaguaraçu;3151
MG;Jaíba;39850
MG;Jampruca;5453
MG;Janaúba;72374
MG;Januária;67958
MG;Japaraíba;4418
MG;Japonvar;7991
MG;Jeceaba;4795
MG;Jenipapo de Minas;7781
MG;Jequeri;12246
MG;Jequitaí;7407
MG;Jequitibá;5203
MG;Jequitinhonha;25555
MG;Jesuânia;4774
MG;Joaíma;15476
MG;Joanésia;4382
MG;João Monlevade;80903
MG;João Pinheiro;47990
MG;Joaquim Felício;4757
MG;Jordânia;10872
MG;José Gonçalves de Minas;4474
MG;José Raydan;5104
MG;Josenópolis;4911
MG;Nova União;5739
MG;Juatuba;27823
MG;Juiz de Fora;577532
MG;Juramento;4359
MG;Juruaia;10795
MG;Juvenília;5706
MG;Ladainha;18272
MG;Lagamar;7588
MG;Lagoa da Prata;53236
MG;Lagoa dos Patos;4062
MG;Lagoa Dourada;13115
MG;Lagoa Formosa;18168
MG;Lagoa Grande;9681
MG;Lagoa Santa;66744
MG;Lajinha;19914
MG;Lambari;20995
MG;Lamim;3366
MG;Laranjal;6856
MG;Lassance;6494
MG;Lavras;105756
MG;Leandro Ferreira;3222
MG;Leme do Prado;4923
MG;Leopoldina;52690
MG;Liberdade;4994
MG;Lima Duarte;16749
MG;Limeira do Oeste;7640
MG;Lontra;9766
MG;Luisburgo;6249
MG;Luislândia;6735
MG;Luminárias;5431
MG;Luz;18297
MG;Machacalis;7112
MG;Machado;42682
MG;Madre de Deus de Minas;5119
MG;Malacacheta;18556
MG;Mamonas;6565
MG;Manga;18051
MG;Manhuaçu;92074
MG;Manhumirim;22894
MG;Mantena;27651
MG;Maravilhas;8113
MG;Mar de Espanha;12985
MG;Maria da Fé;14019
MG;Mariana;61830
MG;Marilac;4079
MG;Mário Campos;15814
MG;Maripá de Minas;3000
MG;Marliéria;4030
MG;Marmelópolis;2701
MG;Martinho Campos;13497
MG;Martins Soares;8640
MG;Mata Verde;8700
MG;Materlândia;4415
MG;Mateus Leme;31631
MG;Matias Barbosa;14626
MG;Matias Cardoso;11360
MG;Matipó;19098
MG;Mato Verde;12367
MG;Matozinhos;38469
MG;Matutina;3733
MG;Medeiros;3861
MG;Medina;20701
MG;Mendes Pimentel;6446
MG;Mercês;10775
MG;Mesquita;5489
MG;Minas Novas;31509
MG;Minduri;3891
MG;Mirabela;13651
MG;Miradouro;10818
MG;Miraí;15205
MG;Miravânia;4939
MG;Moeda;4948
MG;Moema;7589
MG;Monjolos;2184
MG;Monsenhor Paulo;8764
MG;Montalvânia;14621
MG;Monte Alegre de Minas;21349
MG;Monte Azul;20544
MG;Monte Belo;13139
MG;Monte Carmelo;48049
MG;Monte Formoso;4939
MG;Monte Santo de Minas;21504
MG;Montes Claros;417478
MG;Monte Sião;24247
MG;Montezuma;8379
MG;Morada Nova de Minas;8955
MG;Morro da Garça;2413
MG;Morro do Pilar;3126
MG;Munhoz;5960
MG;Muriaé;109997
MG;Mutum;26945
MG;Muzambinho;20522
MG;Nacip Raydan;3221
MG;Nanuque;40583
MG;Naque;7104
MG;Natalândia;3306
MG;Natércia;4727
MG;Nazareno;8710
MG;Nepomuceno;26882
MG;Ninheira;10355
MG;Nova Belém;3067
MG;Nova Era;17524
MG;Nova Lima;97378
MG;Nova Módica;3548
MG;Nova Ponte;16046
MG;Nova Porteirinha;7493
MG;Nova Resende;16937
MG;Nova Serrana;108241
MG;Novo Cruzeiro;31339
MG;Novo Oriente de Minas;10800
MG;Novorizonte;5348
MG;Olaria;1694
MG;Olhos-d'Água;6243
MG;Olímpio Noronha;2829
MG;Oliveira;41987
MG;Oliveira Fortes;2128
MG;Onça de Pitangui;3155
MG;Oratórios;4671
MG;Orizânia;8138
MG;Ouro Branco;40220
MG;Ouro Fino;33938
MG;Ouro Preto;74824
MG;Ouro Verde de Minas;5895
MG;Padre Carvalho;6466
MG;Padre Paraíso;20346
MG;Paineiras;4440
MG;Pains;8308
MG;Pai Pedro;6098
MG;Paiva;1517
MG;Palma;6606
MG;Palmópolis;5196
MG;Papagaios;15922
MG;Paracatu;94539
MG;Pará de Minas;95616
MG;Paraguaçu;21693
MG;Paraisópolis;21353
MG;Paraopeba;24854
MG;Passabém;1619
MG;Passa Quatro;16439
MG;Passa Tempo;8031
MG;Passa Vinte;2024
MG;Passos;115970
MG;Patis;6031
MG;Patos de Minas;154641
MG;Patrocínio;92116
MG;Patrocínio do Muriaé;5744
MG;Paula Cândido;9597
MG;Paulistas;4794
MG;Pavão;8390
MG;Peçanha;17534
MG;Pedra Azul;24333
MG;Pedra Bonita;7157
MG;Pedra do Anta;2960
MG;Pedra do Indaiá;3977
MG;Pedra Dourada;2559
MG;Pedralva;11098
MG;Pedras de Maria da Cruz;12313
MG;Pedrinópolis;3651
MG;Pedro Leopoldo;65149
MG;Pedro Teixeira;1804
MG;Pequeri;3340
MG;Pequi;4457
MG;Perdigão;11994
MG;Perdizes;16469
MG;Perdões;21577
MG;Periquito;6738
MG;Pescador;4261
MG;Piau;2719
MG;Piedade de Caratinga;8832
MG;Piedade de Ponte Nova;4141
MG;Piedade do Rio Grande;4436
MG;Piedade dos Gerais;5034
MG;Pimenta;8715
MG;Pingo-d'Água;5029
MG;Pintópolis;7540
MG;Piracema;6386
MG;Pirajuba;6491
MG;Piranga;17641
MG;Piranguçu;5504
MG;Piranguinho;8683
MG;Pirapetinga;10791
MG;Pirapora;56845
MG;Piraúba;10732
MG;Pitangui;28433
MG;Piumhi;35137
MG;Planura;12445
MG;Poço Fundo;16900
MG;Poços de Caldas;169838
MG;Pocrane;8288
MG;Pompéu;32248
MG;Ponte Nova;60003
MG;Ponto Chique;4305
MG;Ponto dos Volantes;12235
MG;Porteirinha;37823
MG;Porto Firme;11414
MG;Poté;16675
MG;Pouso Alegre;154293
MG;Pouso Alto;5862
MG;Prados;9128
MG;Prata;28173
MG;Pratápolis;8530
MG;Pratinha;3658
MG;Presidente Bernardes;5315
MG;Presidente Juscelino;3572
MG;Presidente Kubitschek;3000
MG;Presidente Olegário;19680
MG;Alto Jequitibá;8286
MG;Prudente de Morais;10931
MG;Quartel Geral;3603
MG;Queluzito;1948
MG;Raposos;16501
MG;Raul Soares;23663
MG;Recreio;10522
MG;Reduto;7247
MG;Resende Costa;11578
MG;Resplendor;17396
MG;Ressaquinha;4826
MG;Riachinho;8132
MG;Riacho dos Machados;9471
MG;Ribeirão das Neves;341415
MG;Ribeirão Vermelho;4061
MG;Rio Acima;10524
MG;Rio Casca;13384
MG;Rio Doce;2630
MG;Rio do Prado;5117
MG;Rio Espera;5332
MG;Rio Manso;5924
MG;Rio Novo;8964
MG;Rio Paranaíba;12356
MG;Rio Pardo de Minas;31171
MG;Rio Piracicaba;14325
MG;Rio Pomba;18007
MG;Rio Preto;5493
MG;Rio Vermelho;12635
MG;Ritápolis;4521
MG;Rochedo de Minas;2335
MG;Rodeiro;8333
MG;Romaria;3507
MG;Rosário da Limeira;4648
MG;Rubelita;5609
MG;Rubim;10269
MG;Sabará;137877
MG;Sabinópolis;15364
MG;Sacramento;26556
MG;Salinas;41864
MG;Salto da Divisa;7014
MG;Santa Bárbara;31873
MG;Santa Bárbara do Leste;8212
MG;Santa Bárbara do Monte Verde;3212
MG;Santa Bárbara do Tugúrio;4385
MG;Santa Cruz de Minas;8723
MG;Santa Cruz de Salinas;4074
MG;Santa Cruz do Escalvado;4693
MG;Santa Efigênia de Minas;4354
MG;Santa Fé de Minas;3806
MG;Santa Helena de Minas;6406
MG;Santa Juliana;14497
MG;Santa Luzia;221705
MG;Santa Margarida;16393
MG;Santa Maria de Itabira;10867
MG;Santa Maria do Salto;5203
MG;Santa Maria do Suaçuí;14607
MG;Santana da Vargem;7047
MG;Santana de Cataguases;3909
MG;Santana de Pirapama;7538
MG;Santana do Deserto;3985
MG;Santana do Garambéu;2494
MG;Santana do Jacaré;4847
MG;Santana do Manhuaçu;8660
MG;Santana do Paraíso;36048
MG;Santana do Riacho;4334
MG;Santana dos Montes;3753
MG;Santa Rita de Caldas;8900
MG;Santa Rita de Jacutinga;4843
MG;Santa Rita de Minas;7322
MG;Santa Rita de Ibitipoca;3380
MG;Santa Rita do Itueto;5426
MG;Santa Rita do Sapucaí;44226
MG;Santa Rosa da Serra;3364
MG;Santa Vitória;19997
MG;Santo Antônio do Amparo;18697
MG;Santo Antônio do Aventureiro;3602
MG;Santo Antônio do Grama;3861
MG;Santo Antônio do Itambé;3763
MG;Santo Antônio do Jacinto;11570
MG;Santo Antônio do Monte;28603
MG;Santo Antônio do Retiro;7316
MG;Santo Antônio do Rio Abaixo;1756
MG;Santo Hipólito;3044
MG;Santos Dumont;46357
MG;São Bento Abade;5411
MG;São Brás do Suaçuí;3770
MG;São Domingos das Dores;5672
MG;São Domingos do Prata;17296
MG;São Félix de Minas;3354
MG;São Francisco;56625
MG;São Francisco de Paula;6512
MG;São Francisco de Sales;6309
MG;São Francisco do Glória;4758
MG;São Geraldo;12751
MG;São Geraldo da Piedade;3860
MG;São Geraldo do Baixio;4104
MG;São Gonçalo do Abaeté;8527
MG;São Gonçalo do Pará;12776
MG;São Gonçalo do Rio Abaixo;11114
MG;São Gonçalo do Sapucaí;25670
MG;São Gotardo;36084
MG;São João Batista do Glória;7541
MG;São João da Lagoa;4949
MG;São João da Mata;2743
MG;São João da Ponte;25033
MG;São João das Missões;13232
MG;São João del Rei;90897
MG;São João do Manhuaçu;11785
MG;São João do Manteninha;5975
MG;São João do Oriente;7393
MG;São João do Pacuí;4476
MG;São João do Paraíso;23797
MG;São João Evangelista;15761
MG;São João Nepomuceno;26530
MG;São Joaquim de Bicas;32696
MG;São José da Barra;7532
MG;São José da Lapa;24490
MG;São José da Safira;4291
MG;São José da Varginha;5151
MG;São José do Alegre;4222
MG;São José do Divino;3851
MG;São José do Goiabal;5356
MG;São José do Jacuri;6409
MG;São José do Mantimento;2821
MG;São Lourenço;46539
MG;São Miguel do Anta;6949
MG;São Pedro da União;4563
MG;São Pedro dos Ferros;7634
MG;São Pedro do Suaçuí;5160
MG;São Romão;12713
MG;São Roque de Minas;7100
MG;São Sebastião da Bela Vista;5598
MG;São Sebastião da Vargem Alegre;3039
MG;São Sebastião do Anta;6697
MG;São Sebastião do Maranhão;9884
MG;São Sebastião do Oeste;6948
MG;São Sebastião do Paraíso;71915
MG;São Sebastião do Rio Preto;1478
MG;São Sebastião do Rio Verde;2259
MG;São Tiago;10979
MG;São Tomás de Aquino;6980
MG;São Tomé das Letras;7151
MG;São Vicente de Minas;7876
MG;Sapucaí-Mirim;7045
MG;Sardoá;6421
MG;Sarzedo;34050
MG;Setubinha;12493
MG;Sem-Peixe;2579
MG;Senador Amaral;5365
MG;Senador Cortes;2001
MG;Senador Firmino;7902
MG;Senador José Bento;1422
MG;Senador Modestino Gonçalves;4056
MG;Senhora de Oliveira;5786
MG;Senhora do Porto;3516
MG;Senhora dos Remédios;10474
MG;Sericita;7340
MG;Seritinga;1857
MG;Serra Azul de Minas;4292
MG;Serra da Saudade;771
MG;Serra dos Aimorés;8725
MG;Serra do Salitre;11750
MG;Serrania;7667
MG;Serranópolis de Minas;4836
MG;Serranos;1949
MG;Serro;20915
MG;Sete Lagoas;243950
MG;Silveirânia;2267
MG;Silvianópolis;6258
MG;Simão Pereira;2621
MG;Simonésia;19834
MG;Sobrália;5476
MG;Soledade de Minas;6226
MG;Tabuleiro;3669
MG;Taiobeiras;34653
MG;Taparuba;3093
MG;Tapira;4890
MG;Tapiraí;1869
MG;Taquaraçu de Minas;4120
MG;Tarumirim;14280
MG;Teixeiras;11680
MG;Teófilo Otoni;141269
MG;Timóteo;91268
MG;Tiradentes;8160
MG;Tiros;6369
MG;Tocantins;16769
MG;Tocos do Moji;4117
MG;Toledo;6336
MG;Tombos;7683
MG;Três Corações;80561
MG;Três Marias;33062
MG;Três Pontas;57127
MG;Tumiritinga;6797
MG;Tupaciguara;25466
MG;Turmalina;20280
MG;Turvolândia;5099
MG;Ubá;117995
MG;Ubaí;12661
MG;Ubaporanga;12514
MG;Uberaba;340277
MG;Uberlândia;706597
MG;Umburatiba;2582
MG;Unaí;85461
MG;União de Minas;4265
MG;Uruana de Minas;3256
MG;Urucânia;10333
MG;Urucuia;17470
MG;Vargem Alegre;6460
MG;Vargem Bonita;2143
MG;Vargem Grande do Rio Pardo;5045
MG;Varginha;137608
MG;Varjão de Minas;7235
MG;Várzea da Palma;40101
MG;Varzelândia;19290
MG;Vazante;20692
MG;Verdelândia;9527
MG;Veredinha;5733
MG;Veríssimo;4090
MG;Vermelho Novo;4852
MG;Vespasiano;131849
MG;Viçosa;79910
MG;Vieiras;3570
MG;Mathias Lobato;3157
MG;Virgem da Lapa;13729
MG;Virgínia;8652
MG;Virginópolis;10459
MG;Virgolândia;5303
MG;Visconde do Rio Branco;43351
MG;Volta Grande;5270
MG;Wenceslau Braz;2543
ES;Afonso Cláudio;30326
ES;Águia Branca;9621
ES;Água Doce do Norte;10801
ES;Alegre;29869
ES;Alfredo Chaves;14670
ES;Alto Rio Novo;7911
ES;Anchieta;30285
ES;Apiacá;7542
ES;Aracruz;104942
ES;Atílio Vivácqua;12270
ES;Baixo Guandu;31263
ES;Barra de São Francisco;45301
ES;Boa Esperança;15146
ES;Bom Jesus do Norte;9988
ES;Brejetuba;12450
ES;Cachoeiro de Itapemirim;212172
ES;Cariacica;386495
ES;Castelo;37956
ES;Colatina;124283
ES;Conceição da Barra;31479
ES;Conceição do Castelo;12887
ES;Divino de São Lourenço;4236
ES;Domingos Martins;34120
ES;Dores do Rio Preto;6793
ES;Ecoporanga;22748
ES;Fundão;22379
ES;Governador Lindenberg;13047
ES;Guaçuí;31372
ES;Guarapari;128504
ES;Ibatiba;26762
ES;Ibiraçu;12701
ES;Ibitirama;8830
ES;Iconha;14083
ES;Irupi;13672
ES;Itaguaçu;13982
ES;Itapemirim;34957
ES;Itarana;10433
ES;Iúna;29417
ES;Jaguaré;31589
ES;Jerônimo Monteiro;12336
ES;João Neiva;16774
ES;Laranja da Terra;10919
ES;Linhares;179755
ES;Mantenópolis;15653
ES;Marataízes;39259
ES;Marechal Floriano;17141
ES;Marilândia;13091
ES;Mimoso do Sul;26079
ES;Montanha;18954
ES;Mucurici;5468
ES;Muniz Freire;17176
ES;Muqui;15602
ES;Nova Venécia;50751
ES;Pancas;23426
ES;Pedro Canário;26575
ES;Pinheiros;27601
ES;Piúma;22388
ES;Ponto Belo;8016
ES;Presidente Kennedy;11741
ES;Rio Bananal;19398
ES;Rio Novo do Sul;11630
ES;Santa Leopoldina;12171
ES;Santa Maria de Jetibá;41588
ES;Santa Teresa;23853
ES;São Domingos do Norte;8735
ES;São Gabriel da Palha;39085
ES;São José do Calçado;10536
ES;São Mateus;134629
ES;São Roque do Canaã;12602
ES;Serra;536765
ES;Sooretama;31278
ES;Vargem Alta;21778
ES;Venda Nova do Imigrante;26204
ES;Viana;80735
ES;Vila Pavão;9280
ES;Vila Valério;14065
ES;Vila Velha;508655
ES;Vitória;369534
RJ;Angra dos Reis;210171
RJ;Aperibé;12036
RJ;Araruama;136109
RJ;Areal;12763
RJ;Armação dos Búzios;35060
RJ;Arraial do Cabo;30827
RJ;Barra do Piraí;101139
RJ;Barra Mansa;185237
RJ;Belford Roxo;515239
RJ;Bom Jardim;27779
RJ;Bom Jesus do Itabapoana;37306
RJ;Cabo Frio;234077
RJ;Cachoeiras de Macacu;59652
RJ;Cambuci;15521
RJ;Carapebus;16859
RJ;Comendador Levy Gasparian;8590
RJ;Campos dos Goytacazes;514643
RJ;Cantagalo;20163
RJ;Cardoso Moreira;12818
RJ;Carmo;19161
RJ;Casimiro de Abreu;45864
RJ;Conceição de Macabu;23561
RJ;Cordeiro;22152
RJ;Duas Barras;11563
RJ;Duque de Caxias;929449
RJ;Engenheiro Paulo de Frontin;14138
RJ;Guapimirim;62225
RJ;Iguaba Grande;29344
RJ;Itaboraí;244416
RJ;Itaguaí;136547
RJ;Italva;15387
RJ;Itaocara;23211
RJ;Itaperuna;104354
RJ;Itatiaia;32312
RJ;Japeri;106296
RJ;Laje do Muriaé;7298
RJ;Macaé;266136
RJ;Macuco;5646
RJ;Magé;247741
RJ;Mangaratiba;45941
RJ;Maricá;167668
RJ;Mendes;18681
RJ;Mesquita;177016
RJ;Miguel Pereira;25622
RJ;Miracema;27134
RJ;Natividade;15305
RJ;Nilópolis;162893
RJ;Niterói;516981
RJ;Nova Friburgo;191664
RJ;Nova Iguaçu;825388
RJ;Paracambi;53093
RJ;Paraíba do Sul;44741
RJ;Paraty;44175
RJ;Paty do Alferes;27942
RJ;Petrópolis;307144
RJ;Pinheiral;25563
RJ;Piraí;29802
RJ;Porciúncula;19068
RJ;Porto Real;20254
RJ;Quatis;14562
RJ;Queimados;152311
RJ;Quissamã;25535
RJ;Resende;133244
RJ;Rio Bonito;60930
RJ;Rio Claro;18677
RJ;Rio das Flores;9401
RJ;Rio das Ostras;159529
RJ;Rio de Janeiro;6775561
RJ;Santa Maria Madalena;10380
RJ;Santo Antônio de Pádua;42705
RJ;São Francisco de Itabapoana;42214
RJ;São Fidélis;38749
RJ;São Gonçalo;1098357
RJ;São João da Barra;36731
RJ;São João de Meriti;473385
RJ;São José de Ubá;7240
RJ;São José do Vale do Rio Preto;22032
RJ;São Pedro da Aldeia;107556
RJ;São Sebastião do Alto;9416
RJ;Sapucaia;18270
RJ;Saquarema;91938
RJ;Seropédica;83841
RJ;Silva Jardim;21775
RJ;Sumidouro;15709
RJ;Tanguá;34898
RJ;Teresópolis;185820
RJ;Trajano de Moraes;10653
RJ;Três Rios;82468
RJ;Valença;77202
RJ;Varre-Sai;11208
RJ;Vassouras;37262
RJ;Volta Redonda;274925
SP;Adamantina;35153
SP;Adolfo;3545
SP;Aguaí;36981
SP;Águas da Prata;8262
SP;Águas de Lindóia;18908
SP;Águas de Santa Bárbara;6142
SP;Águas de São Pedro;3588
SP;Agudos;37582
SP;Alambari;6231
SP;Alfredo Marcondes;4201
SP;Altair;4211
SP;Altinópolis;16221
SP;Alto Alegre;4078
SP;Alumínio;18903
SP;Álvares Florence;3616
SP;Álvares Machado;25078
SP;Álvaro de Carvalho;5320
SP;Alvinlândia;3251
SP;Americana;244370
SP;Américo Brasiliense;41545
SP;Américo de Campos;5993
SP;Amparo;73145
SP;Analândia;5115
SP;Andradina;57245
SP;Angatuba;25724
SP;Anhembi;6911
SP;Anhumas;4172
SP;Aparecida;36211
SP;Aparecida d'Oeste;4122
SP;Apiaí;24081
SP;Araçariguama;23343
SP;Araçatuba;199210
SP;Araçoiaba da Serra;35389
SP;Aramina;5689
SP;Arandu;6373
SP;Arapeí;2452
SP;Araraquara;240542
SP;Araras;136739
SP;Arco-Íris;1755
SP;Arealva;8665
SP;Areias;3906
SP;Areiópolis;11186
SP;Ariranha;9851
SP;Artur Nogueira;56247
SP;Arujá;92453
SP;Aspásia;1815
SP;Assis;105768
SP;Atibaia;145378
SP;Auriflama;15316
SP;Avaí;5467
SP;Avanhandava;14063
SP;Avaré;91792
SP;Bady Bassitt;18013
SP;Balbinos;6127
SP;Bálsamo;9209
SP;Bananal;11039
SP;Barão de Antonina;3525
SP;Barbosa;7532
SP;Bariri;35844
SP;Barra Bonita;36125
SP;Barra do Chapéu;5794
SP;Barra do Turvo;7606
SP;Barretos;123546
SP;Barrinha;33537
SP;Barueri;279704
SP;Bastos;20952
SP;Batatais;63438
SP;Bauru;381706
SP;Bebedouro;77612
SP;Bento de Abreu;3028
SP;Bernardino de Campos;11168
SP;Bertioga;66154
SP;Bilac;8197
SP;Birigui;126094
SP;Biritiba Mirim;33265
SP;Boa Esperança do Sul;15111
SP;Bocaina;12571
SP;Bofete;12107
SP;Boituva;63310
SP;Bom Jesus dos Perdões;26506
SP;Bom Sucesso de Itararé;4013
SP;Borá;839
SP;Boracéia;4913
SP;Borborema;16278
SP;Borebi;2713
SP;Botucatu;149718
SP;Bragança Paulista;172346
SP;Braúna;5795
SP;Brejo Alegre;2911
SP;Brodowski;25605
SP;Brotas;24862
SP;Buri;20050
SP;Buritama;17414
SP;Buritizal;4547
SP;Cabrália Paulista;4222
SP;Cabreúva;51130
SP;Caçapava;95752
SP;Cachoeira Paulista;33827
SP;Caconde;19031
SP;Cafelândia;17917
SP;Caiabu;4195
SP;Caieiras;104044
SP;Caiuá;6017
SP;Cajamar;79034
SP;Cajati;28441
SP;Cajobi;10649
SP;Cajuru;26613
SP;Campina do Monte Alegre;6088
SP;Campinas;1223237
SP;Campo Limpo Paulista;86407
SP;Campos do Jordão;52713
SP;Campos Novos Paulista;5028
SP;Cananéia;12542
SP;Canas;5268
SP;Cândido Mota;31410
SP;Cândido Rodrigues;2805
SP;Canitar;5365
SP;Capão Bonito;47098
SP;Capela do Alto;21257
SP;Capivari;56973
SP;Caraguatatuba;125194
SP;Carapicuíba;405375
SP;Cardoso;12371
SP;Casa Branca;30655
SP;Cássia dos Coqueiros;2488
SP;Castilho;21521
SP;Catanduva;123114
SP;Catiguá;7905
SP;Cedral;9452
SP;Cerqueira César;20391
SP;Cerquilho;50631
SP;Cesário Lange;18595
SP;Charqueada;17539
SP;Clementina;8894
SP;Colina;18601
SP;Colômbia;6223
SP;Conchal;28491
SP;Conchas;18138
SP;Cordeirópolis;25116
SP;Coroados;6197
SP;Coronel Macedo;4591
SP;Corumbataí;4072
SP;Cosmópolis;74662
SP;Cosmorama;7289
SP;Cotia;257882
SP;Cravinhos;35858
SP;Cristais Paulista;8803
SP;Cruzália;2021
SP;Cruzeiro;82895
SP;Cubatão;132521
SP;Cunha;21373
SP;Descalvado;34097
SP;Diadema;429550
SP;Dirce Reis;1805
SP;Divinolândia;11027
SP;Dobrada;9088
SP;Dois Córregos;27704
SP;Dolcinópolis;2108
SP;Dourado;8883
SP;Dracena;47287
SP;Duartina;12421
SP;Dumont;10174
SP;Echaporã;6026
SP;Eldorado;15592
SP;Elias Fausto;18095
SP;Elisiário;3742
SP;Embaúba;2446
SP;Embu das Artes;279264
SP;Embu-Guaçu;70402
SP;Emilianópolis;3238
SP;Engenheiro Coelho;21712
SP;Espírito Santo do Pinhal;44607
SP;Espírito Santo do Turvo;4926
SP;Estrela d'Oeste;8420
SP;Estrela do Norte;2774
SP;Euclides da Cunha Paulista;9280
SP;Fartura;16102
SP;Fernandópolis;69680
SP;Fernando Prestes;5805
SP;Fernão;1739
SP;Ferraz de Vasconcelos;198661
SP;Flora Rica;1397
SP;Floreal;2884
SP;Flórida Paulista;14936
SP;Florínea;2631
SP;Franca;358539
SP;Francisco Morato;179372
