user_id,video_id,watch_time_seconds,event_timestamp
6,8,362,2024-07-09
6,7,150,2024-07-16
6,5,220,2024-07-03
6,10,521,2024-07-09
6,10,378,2024-07-19
6,10,584,2024-07-18
6,1,154,2024-07-21
6,5,580,2024-07-12
6,8,531,2024-06-28
6,7,89,2024-07-12
6,3,439,2024-07-12
6,5,561,2024-06-27
7,7,160,2024-05-08
7,10,590,2024-05-10
7,9,254,2024-05-22
7,2,320,2024-04-30
7,7,85,2024-05-15
7,3,554,2024-05-19
7,7,169,2024-05-14
7,7,24,2024-05-25
7,3,580,2024-05-23
7,6,554,2024-05-04
7,4,353,2024-05-01
7,3,73,2024-05-05
7,1,70,2024-05-06
7,7,13,2024-05-14
7,2,517,2024-05-09
7,5,230,2024-05-05
7,2,67,2024-05-19
7,10,259,2024-05-19
7,6,130,2024-05-20
7,2,209,2024-04-30
7,2,471,2024-05-27
7,4,264,2024-05-19
7,10,548,2024-05-02
7,9,311,2024-05-13
7,10,446,2024-05-27
7,1,400,2024-06-08
7,8,515,2024-06-12
7,7,92,2024-06-15
7,8,517,2024-06-16
7,8,248,2024-06-08
7,1,286,2024-06-17
7,4,406,2024-06-14
7,6,500,2024-06-29
7,4,481,2024-07-20
7,2,578,2024-07-06
7,5,449,2024-07-08
7,3,180,2024-07-27
7,7,154,2024-07-01
7,2,311,2024-07-03
7,3,406,2024-07-08
7,6,316,2024-07-02
7,1,42,2024-08-02
7,2,429,2024-07-30
7,8,462,2024-08-02
7,3,7,2024-08-16
7,9,399,2024-08-17
7,3,578,2024-08-23
7,2,466,2024-08-10
7,4,266,2024-08-21
7,2,253,2024-08-18
7,1,164,2024-08-10
7,1,110,2024-08-12
7,6,238,2024-08-25
7,5,537,2024-09-11
7,4,173,2024-09-24
7,4,447,2024-09-02
7,2,60,2024-09-19
7,3,517,2024-10-16
7,2,345,2024-09-29
7,2,253,2024-10-21
7,9,83,2024-10-06
7,3,149,2024-10-06
7,3,263,2024-10-13
7,1,260,2024-10-01
7,7,40,2024-10-14
7,5,359,2024-10-25
8,4,574,2024-03-20
8,3,519,2024-03-18
8,6,526,2024-02-27
8,5,598,2024-02-25
8,7,130,2024-03-21
8,5,246,2024-02-26
8,5,471,2024-03-17
8,8,423,2024-02-25
8,1,13,2024-03-12
8,10,242,2024-03-04
8,5,338,2024-02-25
8,4,465,2024-02-23
8,1,395,2024-03-12
8,4,183,2024-03-12
8,4,546,2024-04-09
8,2,227,2024-03-29
8,4,422,2024-03-30
8,5,554,2024-04-02
8,1,105,2024-04-06
8,8,393,2024-03-29
8,1,130,2024-04-17
8,1,10,2024-04-07
8,7,34,2024-04-28
8,6,200,2024-05-07
8,1,173,2024-05-09
8,5,416,2024-05-02
8,1,87,2024-04-25
8,8,200,2024-05-15
8,7,43,2024-04-21
8,3,408,2024-04-23
8,8,17,2024-04-25
8,8,366,2024-05-24
8,4,399,2024-06-08
8,7,28,2024-06-08
8,10,261,2024-05-25
8,6,352,2024-05-28
8,10,550,2024-06-04
8,1,223,2024-05-28
8,8,329,2024-05-22
8,2,561,2024-05-24
8,4,590,2024-05-29
8,9,217,2024-06-15
8,7,190,2024-06-07
8,10,149,2024-05-24
8,8,374,2024-06-02
8,2,523,2024-06-30
8,1,402,2024-07-13
8,9,488,2024-07-17
8,10,414,2024-07-10
8,5,172,2024-07-09
8,1,122,2024-07-20
8,7,39,2024-07-07
8,9,530,2024-07-11
8,5,302,2024-06-28
8,7,151,2024-07-02
8,6,235,2024-07-15
8,6,466,2024-06-22
8,5,463,2024-07-10
8,3,407,2024-08-13
8,6,421,2024-08-18
8,1,515,2024-08-11
8,3,23,2024-08-18
8,7,108,2024-08-04
8,9,128,2024-07-25
8,8,362,2024-08-15
8,8,129,2024-08-01
8,5,515,2024-07-21
8,4,104,2024-07-23
8,10,491,2024-08-14
8,10,405,2024-08-03
8,7,155,2024-07-22
8,9,112,2024-08-02
8,9,500,2024-07-24
8,6,234,2024-08-15
8,10,566,2024-08-01
8,1,14,2024-08-14
8,2,437,2024-08-14
8,4,587,2024-08-05
8,3,70,2024-08-13
8,3,101,2024-08-15
8,4,381,2024-07-24
8,4,536,2024-08-11
8,3,154,2024-07-25
8,6,469,2024-08-11
8,8,405,2024-07-30
8,6,188,2024-08-14
8,4,273,2024-08-12
8,7,4,2024-08-18
8,3,336,2024-08-15
8,7,132,2024-08-13
8,8,162,2024-08-19
8,2,159,2024-08-17
8,3,319,2024-08-03
8,3,406,2024-08-13
8,10,117,2024-07-24
8,3,432,2024-08-02
9,9,118,2024-05-04
9,1,401,2024-04-27
9,4,47,2024-05-18
9,6,559,2024-05-05
9,7,137,2024-05-17
9,5,505,2024-05-11
9,10,50,2024-04-24
9,1,254,2024-05-13
9,6,563,2024-05-12
9,3,426,2024-04-24
9,10,581,2024-05-20
9,5,49,2024-05-12
9,10,261,2024-04-25
9,6,260,2024-05-21
9,2,313,2024-05-25
9,6,182,2024-06-04
9,9,543,2024-06-10
9,8,548,2024-06-11
9,8,414,2024-06-12
9,7,163,2024-06-13
9,8,400,2024-06-12
9,10,205,2024-05-27
9,9,228,2024-06-14
9,4,250,2024-06-01
9,9,533,2024-05-25
9,2,519,2024-05-27
9,2,203,2024-06-10
9,8,199,2024-06-11
9,10,492,2024-06-14
9,9,165,2024-06-16
9,5,82,2024-05-26
9,3,599,2024-06-16
9,5,384,2024-07-03
9,9,445,2024-06-30
9,5,490,2024-08-15
9,7,86,2024-08-13
9,1,593,2024-08-14
9,9,423,2024-09-12
9,1,529,2024-08-23
9,6,494,2024-08-27
9,2,577,2024-08-31
9,5,517,2024-08-23
9,6,112,2024-09-15
9,2,98,2024-09-06
9,3,86,2024-09-02
9,8,294,2024-10-19
9,10,243,2024-10-08
9,7,21,2024-10-11
9,10,383,2024-09-25
9,4,214,2024-10-06
9,8,213,2024-10-06
9,6,381,2024-09-30
9,8,58,2024-10-19
9,10,447,2024-09-23
10,7,180,2024-06-01
10,9,379,2024-05-27
10,3,307,2024-05-20
10,8,268,2024-05-19
10,8,508,2024-06-06
10,9,164,2024-05-14
10,5,72,2024-06-01
10,9,559,2024-05-24
10,8,210,2024-05-19
10,4,454,2024-05-21
10,2,387,2024-05-22
10,3,283,2024-05-27
10,8,486,2024-05-10
10,1,520,2024-05-14
10,5,260,2024-06-08
10,6,366,2024-05-31
10,3,544,2024-05-18
10,7,16,2024-05-10
10,7,21,2024-06-08
10,2,260,2024-06-06
10,6,506,2024-06-05
10,7,128,2024-06-05
10,3,353,2024-06-13
10,9,382,2024-07-09
10,5,227,2024-07-08
10,9,372,2024-06-15
10,2,211,2024-07-07
10,9,395,2024-06-11
10,9,226,2024-07-01
10,3,588,2024-07-07
10,10,277,2024-07-07
10,8,218,2024-07-09
10,3,338,2024-08-04
10,9,279,2024-07-25
10,6,273,2024-07-14
10,3,289,2024-07-29
10,2,66,2024-07-12
10,8,248,2024-08-06
10,7,148,2024-08-06
10,1,191,2024-07-12
10,4,442,2024-08-03
10,6,143,2024-07-30
10,3,313,2024-07-30
10,5,302,2024-07-29
10,4,460,2024-07-26
10,7,137,2024-07-12
10,2,115,2024-07-10
10,6,251,2024-08-05
10,7,187,2024-08-05
10,2,558,2024-07-15
10,4,501,2024-07-17
10,3,542,2024-08-23
10,4,281,2024-08-17
10,8,270,2024-09-04
10,6,83,2024-08-23
10,3,426,2024-08-28
10,9,284,2024-08-29
10,7,63,2024-08-18
10,7,121,2024-09-06
10,3,398,2024-09-02
10,6,437,2024-09-07
10,4,465,2024-09-08
10,9,320,2024-08-10
10,3,334,2024-10-09
10,9,68,2024-10-07
10,8,514,2024-09-18
10,6,127,2024-10-02
10,1,432,2024-10-09
10,3,576,2024-09-23
10,2,469,2024-09-30
10,5,304,2024-09-29
10,5,201,2024-10-08
10,9,324,2024-09-12
10,1,482,2024-10-03
10,1,8,2024-09-22
10,7,175,2024-09-17
10,6,588,2024-09-23
10,9,26,2024-09-29
10,6,232,2024-09-30
10,3,550,2024-09-29
10,9,179,2024-09-13
10,7,92,2024-10-07
10,3,492,2024-10-11
10,8,162,2024-11-05
11,1,573,2024-01-12
11,6,283,2024-01-08
11,3,380,2024-01-10
11,1,441,2024-01-29
11,1,424,2024-01-14
11,3,432,2024-01-13
11,4,49,2024-01-14
11,1,190,2024-01-08
11,4,341,2024-01-21
11,1,318,2024-01-10
11,6,382,2024-01-09
11,9,344,2024-01-05
11,1,571,2024-02-07
11,7,41,2024-02-07
11,3,333,2024-02-14
11,8,456,2024-03-29
11,5,109,2024-03-12
11,1,301,2024-03-26
11,7,8,2024-03-25
11,7,158,2024-03-13
11,7,177,2024-03-15
11,4,324,2024-03-30
11,4,594,2024-04-05
11,3,412,2024-04-08
11,4,113,2024-04-01
11,10,41,2024-04-07
11,2,105,2024-04-10
11,2,266,2024-04-14
11,2,563,2024-04-22
11,9,377,2024-04-07
11,2,387,2024-05-16
11,8,258,2024-05-17
11,9,268,2024-05-03
11,1,311,2024-05-13
11,10,357,2024-05-21
11,1,127,2024-05-25
11,7,152,2024-05-25
11,6,277,2024-05-22
11,2,420,2024-05-03
11,7,73,2024-05-21
11,6,30,2024-05-28
11,2,451,2024-05-03
11,9,63,2024-05-23
11,8,75,2024-05-16
11,10,118,2024-05-04
11,1,290,2024-05-24
11,5,7,2024-05-04
11,5,568,2024-05-01
11,4,202,2024-06-28
11,2,419,2024-06-11
11,1,576,2024-06-05
11,8,440,2024-06-12
11,6,31,2024-06-04
11,1,434,2024-06-05
11,8,344,2024-06-27
11,3,75,2024-06-13
11,4,155,2024-06-14
11,6,363,2024-06-27
11,10,563,2024-06-18
11,6,125,2024-06-15
11,5,542,2024-06-10
11,5,122,2024-06-29
11,5,170,2024-06-28
12,6,68,2024-03-31
12,5,489,2024-04-12
12,2,365,2024-04-17
12,5,379,2024-04-18
12,10,354,2024-05-09
12,5,300,2024-06-06
12,7,68,2024-06-14
12,1,280,2024-06-24
12,3,111,2024-05-28
12,4,435,2024-06-24
12,1,99,2024-06-23
12,6,165,2024-07-03
12,5,520,2024-07-24
12,5,164,2024-07-18
12,3,64,2024-07-23
12,5,267,2024-07-18
12,1,184,2024-08-15
12,9,558,2024-08-21
12,6,529,2024-08-14
12,3,304,2024-08-07
12,4,582,2024-08-18
12,6,587,2024-08-27
12,8,407,2024-09-10
12,9,499,2024-09-13
12,1,82,2024-09-23
12,3,365,2024-08-29
12,9,116,2024-09-08
12,1,337,2024-09-12
13,6,349,2024-04-02
